x_1,x_2,y
24329934.0,-35758044.0,1
5716742.0,-63456964.0,1
7465628.0,-91777224.0,1
10669273.0,-45926968.0,1
7922349.0,-45258528.0,1
-11127479.0,-58628060.0,1
49212912.0,-49869724.0,1
34130208.0,-53483780.0,1
-37446904.0,-74997408.0,1
10352636.0,-58870488.0,1
26035542.0,-32820660.0,1
28319852.0,-62268016.0,1
19808740.0,-62809744.0,1
11313996.0,-61804228.0,1
45859284.0,-52498448.0,1
20677186.0,-87126752.0,1
24570012.0,-55345552.0,1
12539506.0,-49497776.0,1
-13255322.0,-58909320.0,1
29126976.0,-78482560.0,1
4201220.0,-58217216.0,1
36296820.0,-47347104.0,1
22300634.0,-65618440.0,1
8785400.0,-77486992.0,1
19305168.0,-53165548.0,1
15833531.0,-67364408.0,1
4352285.0,-74619744.0,1
20175016.0,-40686840.0,1
41604120.0,-70267328.0,1
45589204.0,-25419696.0,1
6391579.0,-70288200.0,1
6596418.0,-94006320.0,1
30567504.0,-49676352.0,1
7795057.0,-67371648.0,1
33055164.0,-38021488.0,1
10980623.0,-55683500.0,1
11600584.0,-63224248.0,1
2913366.0,-80860592.0,1
24445616.0,-50806836.0,1
41738464.0,-44385784.0,1
26357442.0,-69622720.0,1
36575632.0,-60006384.0,1
19742208.0,-40243668.0,1
20781916.0,-82971136.0,1
1486129.0,-58344004.0,1
5334878.0,-34976928.0,1
14437252.0,-38916216.0,1
20733032.0,-78030176.0,1
1535469.0,1725630.0,1
43706560.0,-81530464.0,1
44085160.0,-61975264.0,1
-4556533.0,-41437520.0,1
12482396.0,-54499680.0,1
27515582.0,-36862056.0,1
-6968644.0,-101356232.0,1
29817548.0,-84272032.0,1
33758104.0,-65825464.0,1
8790695.0,-52163212.0,1
27380704.0,-49947796.0,1
21870684.0,-64739404.0,1
26224908.0,-58076132.0,1
23727170.0,-66378080.0,1
17312144.0,-69405576.0,1
23947104.0,-72174160.0,1
20595884.0,-53255888.0,1
16424080.0,-47075704.0,1
-8772199.0,-32662428.0,1
24516644.0,-64998540.0,1
42949216.0,-39234880.0,1
4175279.0,-52255560.0,1
-34090456.0,-45471692.0,1
218360.0,-55882636.0,1
16775460.0,-96350616.0,1
31361122.0,-44784888.0,1
30212180.0,-70772688.0,1
14105242.0,-59125456.0,1
32302544.0,-72485752.0,1
26332380.0,-58549592.0,1
39709888.0,-61319704.0,1
4651587.0,-69156112.0,1
12624209.0,-87041200.0,1
13067601.0,-72496896.0,1
16405533.0,-31421788.0,1
43747556.0,-69663960.0,1
20461912.0,-63727796.0,1
20651174.0,-54522952.0,1
40823376.0,-43646648.0,1
5032793.0,-59636668.0,1
-10217481.0,-80053056.0,1
31637452.0,-48314268.0,1
21964776.0,-65398160.0,1
36133952.0,-50883732.0,1
35813136.0,-76735840.0,1
40663124.0,-49383916.0,1
13952756.0,-49518480.0,1
29853660.0,-65890188.0,1
-6026654.0,-98590664.0,1
6172655.0,-44096236.0,1
11611384.0,-79019056.0,1
48385344.0,-52209976.0,1
-23195040.0,-92754808.0,1
27869902.0,-61907736.0,1
39837740.0,-63372568.0,1
21555952.0,-70307168.0,1
65393008.0,-70631824.0,1
47007212.0,-56214412.0,1
14723602.0,-69641176.0,1
10462753.0,-48078108.0,1
-20905248.0,-63833164.0,1
-701685.0,-33778440.0,1
-22536268.0,-59555176.0,1
14523107.0,-66392232.0,1
-47613468.0,-106151224.0,1
28927848.0,-59853968.0,1
33724040.0,-70464192.0,1
-7186309.0,-46468064.0,1
12821470.0,-52768464.0,1
18812888.0,-46271076.0,1
31065440.0,-96724160.0,1
37872288.0,-70067624.0,1
10797918.0,-58074360.0,1
11873425.0,-89999520.0,1
31236448.0,-77745616.0,1
13152298.0,-46020712.0,1
20728374.0,-64845836.0,1
20633284.0,-12983629.0,1
10373273.0,-28223210.0,1
32293096.0,-70758128.0,1
896448.0,-71941152.0,1
16454357.0,-37831152.0,1
36114808.0,-61131172.0,1
6955699.0,-47040764.0,1
39405692.0,-91717432.0,1
13651308.0,-70872152.0,1
13925604.0,-90054832.0,1
3101965.0,-64176232.0,1
387206.0,-52817596.0,1
34605988.0,-47550940.0,1
31426622.0,-69751632.0,1
32991784.0,-87283120.0,1
27088840.0,-71521648.0,1
28640136.0,-59928544.0,1
25588514.0,-59612088.0,1
-1509456.0,-44811544.0,1
15430172.0,-51422552.0,1
8470587.0,-39267256.0,1
17403408.0,-71102048.0,1
-6780816.0,-59312596.0,1
19727744.0,-54033620.0,1
36364760.0,-62581092.0,1
36053980.0,-83134072.0,1
23678460.0,-48873860.0,1
17418414.0,-50576412.0,1
10505336.0,-45675960.0,1
22062796.0,-68224848.0,1
32957316.0,-49078296.0,1
-16538828.0,-76285688.0,1
10562339.0,-63050528.0,1
33783724.0,-48458632.0,1
11268714.0,-75320088.0,1
32344096.0,-95467608.0,1
26234512.0,-43347056.0,1
-7207733.0,-73713328.0,1
35650212.0,-51008252.0,1
7232140.0,-66863240.0,1
20351860.0,-37813268.0,1
1572709.0,-47952432.0,1
22028588.0,-60699212.0,1
43676544.0,-49521736.0,1
29602532.0,-67689912.0,1
13729815.0,-53176940.0,1
-8446088.0,-73697904.0,1
36734532.0,-83490384.0,1
-5738171.0,-47822836.0,1
3645715.0,-90507848.0,1
43375548.0,-52221796.0,1
28422100.0,-57359288.0,1
-4107479.0,-87121936.0,1
40839256.0,-36719788.0,1
24223036.0,-47037680.0,1
10319833.0,-19094220.0,1
14038121.0,-79773160.0,1
11801011.0,-62120240.0,1
30417348.0,-57889448.0,1
12745052.0,-53171316.0,1
-7139516.0,-57250752.0,1
23560998.0,-56201016.0,1
31545732.0,-79102152.0,1
15771138.0,-58916344.0,1
20249444.0,-70073672.0,1
11579750.0,-57314904.0,1
19071072.0,-54937264.0,1
32208250.0,-53191760.0,1
-930907.0,-72806648.0,1
20582264.0,-78140800.0,1
3676762.0,-73225544.0,1
21398682.0,-21310844.0,1
40648776.0,-41624964.0,1
25088352.0,-51250104.0,1
29512896.0,-75518072.0,1
-25121998.0,-75779632.0,1
5340604.0,-65944440.0,1
34537072.0,-48477004.0,1
12044856.0,-55281292.0,1
