x_1,x_2,y
75331176.0,-204890784.0,1
50406756.0,-173542400.0,1
44085700.0,-191772880.0,1
39800064.0,-176147696.0,1
68544104.0,-182163504.0,1
65630248.0,-177204688.0,1
-50940256.0,-174933312.0,1
58450664.0,-203840224.0,1
68336960.0,-179282416.0,1
59911368.0,-161757216.0,1
38532364.0,-160800624.0,1
40124980.0,-182486400.0,1
44669552.0,-191240144.0,1
61716712.0,-209007552.0,1
70459240.0,-177185008.0,1
39711184.0,-189238960.0,1
69373672.0,-205259328.0,1
61016652.0,-193746928.0,1
47970272.0,-165503312.0,1
60950288.0,-200879440.0,1
60672832.0,-187870736.0,1
56448312.0,-198777872.0,1
100901264.0,-202187568.0,1
63665096.0,-158961248.0,1
6699976.0,-216956704.0,1
51303804.0,-192694928.0,1
80620544.0,-172223184.0,1
69319432.0,-162145424.0,1
50862776.0,-163508720.0,1
69610576.0,-166679936.0,1
53375772.0,-166961536.0,1
58657316.0,-188199328.0,1
68143728.0,-185597696.0,1
77994728.0,-212324848.0,1
49156480.0,-206060320.0,1
70428144.0,-184778816.0,1
54145320.0,-191044640.0,1
60818368.0,-186189728.0,1
66727984.0,-143596416.0,1
49925764.0,-198030016.0,1
65527092.0,-192098096.0,1
90923136.0,-93714248.0,1
23711654.0,-190986720.0,1
63059208.0,-193672368.0,1
60395980.0,-213045504.0,1
56321220.0,-198071648.0,1
69963360.0,-162282736.0,1
43040488.0,-161581712.0,1
27958764.0,-161647280.0,1
53236888.0,-186109392.0,1
64992896.0,-194563088.0,1
43386200.0,-165030032.0,1
41909072.0,-186080560.0,1
30977312.0,-181398544.0,1
49228904.0,-202328000.0,1
86383288.0,-169375696.0,1
56805568.0,-174058992.0,1
63528172.0,-172887008.0,1
68150816.0,-165778672.0,1
60411048.0,-174518624.0,1
69764280.0,-201430064.0,1
48455004.0,-188684272.0,1
62865952.0,-194728704.0,1
31686632.0,-189918256.0,1
58532744.0,-200079056.0,1
56054772.0,-217709808.0,1
30385984.0,-183928800.0,1
50516628.0,-184360640.0,1
71875392.0,-197087024.0,1
59496680.0,-180573968.0,1
70973000.0,-170137648.0,1
75289328.0,-170303584.0,1
43444876.0,-173523232.0,1
40225148.0,-194919568.0,1
33004576.0,-170672512.0,1
99882096.0,-113564224.0,1
69187576.0,-195996176.0,1
69174288.0,-197687136.0,1
39098364.0,-197948000.0,1
55886348.0,-175275248.0,1
79226432.0,-190486592.0,1
56538688.0,-186883280.0,1
-61819640.0,-181122944.0,1
-67731264.0,-178102352.0,1
-77963216.0,-175479504.0,1
75507984.0,-177236320.0,1
66751544.0,-203682416.0,1
71466120.0,-179027824.0,1
67100736.0,-185639824.0,1
44083620.0,-183640144.0,1
41396100.0,-177288080.0,1
93940096.0,-176336624.0,1
37048416.0,-163744640.0,1
56746360.0,-192440768.0,1
44691088.0,-175114624.0,1
70051624.0,-222170256.0,1
73094024.0,-173050144.0,1
32136770.0,-214714848.0,1
67458152.0,-190018496.0,1
71631328.0,-189374224.0,1
43177760.0,-170299696.0,1
56756152.0,-189183664.0,1
43156668.0,-162875152.0,1
87105144.0,-173925696.0,1
80461032.0,-176284608.0,1
59847436.0,-173841040.0,1
64963092.0,-184518848.0,1
56285944.0,-176658480.0,1
61546088.0,-161131008.0,1
24149388.0,-169328080.0,1
28541632.0,-184020112.0,1
45589420.0,-196683344.0,1
38195008.0,-181594848.0,1
37017700.0,-41541416.0,1
78801440.0,-169654320.0,1
76507720.0,-203322816.0,1
47643020.0,-167761088.0,1
50589016.0,-178431840.0,1
63843392.0,-161772016.0,1
11228412.0,-179201408.0,1
-54810968.0,-161233616.0,1
77363112.0,-158649136.0,1
80865328.0,-175576832.0,1
88419952.0,-185507872.0,1
67896504.0,-166284608.0,1
79171592.0,-178339760.0,1
82117680.0,-212082736.0,1
63467680.0,-143068320.0,1
110955880.0,-165233696.0,1
55545632.0,-158039616.0,1
61459560.0,-135402080.0,1
54405588.0,-152564464.0,1
71893424.0,-167481328.0,1
80639856.0,-147364976.0,1
77976680.0,-136601392.0,1
89761128.0,-146008944.0,1
72069216.0,-169825600.0,1
72598528.0,-166080704.0,1
66883484.0,-150915904.0,1
67489600.0,-162070144.0,1
83657168.0,-160348272.0,1
90150064.0,-175821984.0,1
52821332.0,-129532144.0,1
80567288.0,-191810976.0,1
108411040.0,-128919512.0,1
96520216.0,-175203744.0,1
72987304.0,-167764320.0,1
68887672.0,-209910880.0,1
60948056.0,-178433120.0,1
44235488.0,-159790432.0,1
44060372.0,-185925536.0,1
65291220.0,-181745392.0,1
71997096.0,-193436368.0,1
59396476.0,-205884064.0,1
53206204.0,-215165680.0,1
37869744.0,-203268768.0,1
59131880.0,-175704832.0,1
66505608.0,-184623152.0,1
55207020.0,-175571920.0,1
58415352.0,-212385776.0,1
69339248.0,-181897744.0,1
55103460.0,-167390960.0,1
87018480.0,-178595600.0,1
61219312.0,-184415392.0,1
47431676.0,-198259856.0,1
59803200.0,-170581728.0,1
31631284.0,-185608112.0,1
41877564.0,-174451104.0,1
54479036.0,-177584656.0,1
19522188.0,-178246384.0,1
66672752.0,-156269216.0,1
-71500720.0,-179220016.0,1
80440688.0,-188584288.0,1
30353828.0,-196256336.0,1
41923440.0,-178668768.0,1
54396952.0,-204764752.0,1
47547976.0,-182962832.0,1
4552053.0,-199336560.0,1
124217528.0,-64955072.0,1
64275260.0,-181104416.0,1
65491260.0,-162355568.0,1
34308704.0,-160102848.0,1
44955068.0,-193366320.0,1
33986544.0,-190565472.0,1
93981056.0,-187180208.0,1
43375652.0,-178818928.0,1
17526546.0,-199423712.0,1
55784232.0,-176952864.0,1
27465476.0,-149302880.0,1
73722696.0,-153049568.0,1
61543564.0,-156022112.0,1
55122460.0,-189308192.0,1
62359692.0,-196186064.0,1
48933972.0,-178832288.0,1
43222900.0,-173090720.0,1
41386488.0,-165234656.0,1
77386144.0,-166098672.0,1
38922816.0,-177228016.0,1
29654140.0,-180284672.0,1
24942234.0,-191983376.0,1
73655384.0,-199669136.0,1
37983460.0,-212040256.0,1
63817536.0,-167539968.0,1
73427744.0,-172421552.0,1
49984088.0,-181590960.0,1
70413448.0,-192224672.0,1
92109736.0,-194234352.0,1
71631960.0,-185165232.0,1
66767988.0,-189744384.0,1
61467380.0,-189904032.0,1
45604108.0,-151496736.0,1
39679228.0,-172825920.0,1
55501656.0,-201422560.0,1
71465864.0,-197755776.0,1
52752080.0,-189973648.0,1
-60939804.0,-168825632.0,1
88418992.0,-146733712.0,1
68589744.0,-151898480.0,1
30471548.0,-43094616.0,1
85405736.0,-144675104.0,1
88154968.0,-133901688.0,1
89038304.0,-169806736.0,1
60357592.0,-121658480.0,1
90583704.0,-146826256.0,1
-14756441.0,-149879728.0,1
97402464.0,-136727520.0,1
78702888.0,-175638112.0,1
95244616.0,-134714128.0,1
58151096.0,-191268432.0,1
92483312.0,-170859392.0,1
85686832.0,-123885616.0,1
90274544.0,-172868608.0,1
41693872.0,-187878928.0,1
69609408.0,-193217792.0,1
41908520.0,-181722768.0,1
66746664.0,-179312096.0,1
54043020.0,-170649264.0,1
76476224.0,-205009008.0,1
44040184.0,-206532080.0,1
46515092.0,-187357216.0,1
48857440.0,-186007904.0,1
44698256.0,-187311504.0,1
-98781048.0,-172617232.0,1
89933936.0,-109654096.0,1
49140744.0,-159240208.0,1
71789312.0,-157943888.0,1
69359808.0,-151275440.0,1
74316968.0,-194882704.0,1
93295400.0,-150830384.0,1
82245616.0,-153689504.0,1
78175680.0,-166754672.0,1
81090504.0,-185769360.0,1
-45614064.0,-175789504.0,1
68709920.0,-174103488.0,1
88958576.0,-143538672.0,1
59856432.0,-167487952.0,1
82890944.0,-193165824.0,1
58109244.0,-171344176.0,1
92076240.0,-102410936.0,1
68342944.0,-158779104.0,1
71584296.0,-144432592.0,1
105094440.0,-140201328.0,1
107372352.0,-105481896.0,1
77164464.0,-174627216.0,1
70014048.0,-166597488.0,1
86173552.0,-142982144.0,1
-15397103.0,-161211568.0,1
64444252.0,-166556256.0,1
87845024.0,-167473744.0,1
81236640.0,-108089920.0,1
92206328.0,-151039376.0,1
-64979832.0,-197067712.0,1
85312480.0,-84214736.0,1
83572472.0,-198571648.0,1
62098800.0,-159526592.0,1
62967692.0,-132497776.0,1
86732888.0,-103614192.0,1
89981504.0,-175021168.0,1
94590520.0,-172164256.0,1
97220448.0,-156466688.0,1
62084632.0,-168692192.0,1
72196520.0,-136175376.0,1
63078648.0,-158186400.0,1
66985832.0,-165129808.0,1
78776120.0,-173764752.0,1
110459872.0,-126853896.0,1
72608496.0,-149750912.0,1
88099864.0,-182138912.0,1
58886620.0,-177165984.0,1
-38881616.0,-170767408.0,1
64720500.0,-168601888.0,1
77039568.0,-184802624.0,1
82011464.0,-173007600.0,1
86386384.0,-130397448.0,1
53558268.0,-154047904.0,1
87267288.0,-160899904.0,1
55876168.0,-179101792.0,1
57450832.0,-158902096.0,1
76453456.0,-144976112.0,1
99648368.0,-130456152.0,1
92127800.0,-152236768.0,1
103665696.0,-161971312.0,1
89807696.0,-165783648.0,1
81735336.0,-169339008.0,1
102036928.0,-138023760.0,1
91882624.0,-189132368.0,1
73064064.0,-161321248.0,1
83881808.0,-156090816.0,1
77017152.0,-185475296.0,1
77352200.0,-170739472.0,1
74239424.0,-174066576.0,1
87797016.0,-154381872.0,1
66470900.0,-186389776.0,1
74542248.0,-188969040.0,1
103224408.0,-137640064.0,1
52943184.0,-53997788.0,1
68845424.0,-164481504.0,1
26751108.0,-177649152.0,1
62984500.0,-173612736.0,1
9260553.0,-199518016.0,1
57658704.0,-177802272.0,1
44295232.0,-197929408.0,1
31706240.0,-195495440.0,1
60024864.0,-168205168.0,1
56905916.0,-159750368.0,1
33962248.0,-192662176.0,1
63378096.0,-197119616.0,1
68731600.0,-171214624.0,1
45979588.0,-165980928.0,1
-35784424.0,-183309232.0,1
59126544.0,-186169552.0,1
70640472.0,-183722048.0,1
64638164.0,-195330896.0,1
31589072.0,-143062256.0,1
81324544.0,-194205744.0,1
57944332.0,-180591408.0,1
56120448.0,-178509824.0,1
39692184.0,-182278304.0,1
77122592.0,-172139728.0,1
64536748.0,-176124800.0,1
52722472.0,-185833792.0,1
75818424.0,-181533696.0,1
47594208.0,-185787392.0,1
73907952.0,-189073056.0,1
88134744.0,-135219680.0,1
84265424.0,-163025952.0,1
93575304.0,-161284720.0,1
75915632.0,-140570896.0,1
114391016.0,-173310208.0,1
81415600.0,-124511456.0,1
-69314304.0,-199202528.0,1
37965864.0,-187575328.0,1
75603400.0,-166042112.0,1
109223936.0,-112283128.0,1
60778496.0,-146902432.0,1
79088592.0,-164115168.0,1
72583464.0,-113139232.0,1
80218864.0,-169435808.0,1
71827504.0,-168185520.0,1
64073604.0,-195628464.0,1
72826824.0,-138564336.0,1
100958112.0,-122182784.0,1
66654268.0,-163149728.0,1
107064240.0,-145513440.0,1
107089152.0,-112341024.0,1
88698424.0,-155592912.0,1
76979584.0,-164688976.0,1
69270064.0,-107044536.0,1
62296016.0,-185625440.0,1
91914288.0,-131985808.0,1
104108000.0,-200088016.0,1
64378768.0,-176379408.0,1
117804152.0,-148444080.0,1
67908112.0,-141923664.0,1
87199856.0,-152275408.0,1
80904608.0,-166299904.0,1
75831960.0,-155902560.0,1
85736320.0,-167582656.0,1
67409040.0,-180938704.0,1
110031312.0,-162687616.0,1
60433848.0,-166222720.0,1
87846888.0,-149364832.0,1
74074088.0,-181769664.0,1
101268160.0,-183874272.0,1
103116536.0,-118700864.0,1
73971792.0,-157530736.0,1
102412992.0,-160361280.0,1
76893864.0,-145874032.0,1
60372964.0,-155188160.0,1
44424080.0,-191794528.0,1
69238032.0,-191276368.0,1
32280814.0,-188474576.0,1
37816320.0,-196685504.0,1
37945968.0,-177624304.0,1
55318544.0,-159880784.0,1
58883996.0,-182309984.0,1
42521392.0,-184551600.0,1
46088216.0,-201380736.0,1
49374592.0,-187068992.0,1
44318568.0,-211595840.0,1
25056820.0,-139586944.0,1
59832064.0,-210484272.0,1
46351120.0,-170058480.0,1
53402352.0,-183661808.0,1
36988968.0,-227405136.0,1
48111164.0,-198723792.0,1
84641936.0,-193086624.0,1
61781996.0,-176491808.0,1
44770652.0,-167703072.0,1
38544376.0,-139117616.0,1
78598552.0,-176238880.0,1
49733536.0,-186626976.0,1
75196728.0,-201906496.0,1
60419576.0,-175782528.0,1
84939352.0,-151129360.0,1
78929080.0,-146641440.0,1
80674064.0,-116761240.0,1
68438032.0,-200592384.0,1
57563952.0,-179497360.0,1
70762784.0,-173935648.0,1
63267888.0,-171636112.0,1
31865640.0,-154987072.0,1
77037296.0,-192332400.0,1
67105184.0,-177896576.0,1
54034380.0,-174395184.0,1
47564048.0,-186252816.0,1
71843120.0,-192026176.0,1
46660524.0,-198083280.0,1
46831476.0,-158047248.0,1
48846832.0,-196943760.0,1
53036312.0,-198859616.0,1
34151636.0,-169311888.0,1
41506488.0,-175022784.0,1
63540784.0,-210841968.0,1
47935800.0,-191483312.0,1
54417556.0,-190891184.0,1
46601872.0,-163063152.0,1
-18725504.0,-180364400.0,1
63353180.0,-185170848.0,1
62023488.0,-171544464.0,1
-79560032.0,-196791968.0,1
65603312.0,-199930656.0,1
-71535800.0,-187655648.0,1
62257420.0,-180786176.0,1
36262672.0,-166437216.0,1
34478388.0,-178602752.0,1
77666720.0,-192984000.0,1
63324952.0,-191659664.0,1
44129276.0,-167415584.0,1
67812576.0,-181323408.0,1
-58809168.0,-202375408.0,1
83075272.0,-176942112.0,1
45845888.0,-195745328.0,1
48359440.0,-200254848.0,1
63191392.0,-207988976.0,1
65092464.0,-171601360.0,1
23931044.0,-189470496.0,1
60393132.0,-158597824.0,1
46734644.0,-190817344.0,1
77360984.0,-192604800.0,1
67079024.0,-196898784.0,1
60351352.0,-158716864.0,1
