x_1,x_2,y
-5522983.0,-104228880.0,0
-29884916.0,-55141776.0,0
461455.0,-63147104.0,0
32280742.0,3512739.0,0
-5736560.0,-62837448.0,0
-32059912.0,-61527596.0,0
-41983828.0,-52816072.0,0
4311848.0,-85684688.0,0
-17495608.0,-90059904.0,0
-44359504.0,-79382880.0,0
-30100244.0,-68538360.0,0
-25237824.0,-57774600.0,0
-18759878.0,-58175476.0,0
-15345968.0,-69440952.0,0
-813079.0,-53671512.0,0
-51554460.0,-72423184.0,0
-21239472.0,-86831952.0,0
-23430854.0,-54073856.0,0
-23326300.0,-85350816.0,0
-12942455.0,-94580552.0,0
-15106031.0,-69026888.0,0
-14859919.0,-70136640.0,0
-34521424.0,-58553224.0,0
-23675220.0,-75366320.0,0
-10005177.0,-56693520.0,0
-22626922.0,-61899712.0,0
-19469872.0,-99697752.0,0
-19687228.0,-98337592.0,0
-27939548.0,-53807364.0,0
-35008224.0,-73293136.0,0
-5847475.0,-45723016.0,0
3417058.0,-89960464.0,0
-35894460.0,-55407580.0,0
-20018548.0,-68801976.0,0
-27239900.0,-83892672.0,0
-24984564.0,-81588192.0,0
-21490172.0,-62214248.0,0
-15901063.0,-73379216.0,0
-33509340.0,-57092768.0,0
-13776001.0,-76345920.0,0
-25123880.0,-73943000.0,0
-30408392.0,-61427948.0,0
-47577376.0,-80628880.0,0
-23070472.0,-60103116.0,0
-15366093.0,-60409096.0,0
-44932184.0,-68438224.0,0
-43490136.0,-59693672.0,0
-57094968.0,-64690616.0,0
-19874450.0,-78452272.0,0
-16183821.0,-67120416.0,0
-30549444.0,-97863944.0,0
-33578636.0,-70105048.0,0
-47890848.0,-101604592.0,0
-35175860.0,-67791768.0,0
-27423312.0,-69424616.0,0
-47057700.0,-69307368.0,0
-37191920.0,-51975292.0,0
-23057544.0,-63085144.0,0
-30587388.0,-68104312.0,0
-36824184.0,-54349784.0,0
-38314080.0,-55576912.0,0
-23921722.0,-56525528.0,0
15726250.0,-78355000.0,0
-12386721.0,-77953048.0,0
26411310.0,-42466404.0,0
-28512276.0,-74940688.0,0
63739768.0,-21603172.0,0
-36443724.0,-35455796.0,0
10867599.0,-70936232.0,0
-17124936.0,-45525436.0,0
-25396740.0,-92072296.0,0
-25737840.0,-90260696.0,0
-21547830.0,-31974056.0,0
-47053576.0,-87327440.0,0
-36640048.0,-88239632.0,0
-29834084.0,-40944372.0,0
-5440308.0,-63285220.0,0
-23389180.0,-52869432.0,0
-30032284.0,-84617848.0,0
-41757236.0,-89531008.0,0
-9416040.0,-50285148.0,0
-11507325.0,-80518432.0,0
-24124636.0,-33045212.0,0
-24104020.0,-86170016.0,0
-15597957.0,-35755760.0,0
-27044438.0,-54071136.0,0
-26634606.0,-91623880.0,0
-12166497.0,-68794584.0,0
-24117658.0,-63598688.0,0
-34264716.0,-69101456.0,0
-49149040.0,-70996224.0,0
-45414328.0,-65041488.0,0
-39580072.0,-74174560.0,0
-17682412.0,-60778932.0,0
-43581616.0,-45646192.0,0
-26769844.0,-83212352.0,0
-1478090.0,-78283888.0,0
-37658104.0,-73760048.0,0
-34921648.0,-58622224.0,0
-39003436.0,-78242344.0,0
644831.0,-52627680.0,0
7953007.0,-44276160.0,0
